id;transaction_date;quantity_sold;start_of_day;waste;waste_percentage;sales_outlet_id;product_id
3103;30.12.2019;69;77;8;89;3627;3887
3104;07.05.2019;2;18;16;11;607;3431
3105;12.04.2019;52;61;9;85;3714;167
3106;13.01.2020;54;61;7;88;2932;2038
3107;20.10.2019;31;70;39;44;2323;227
3108;10.11.2019;92;114;22;80;2572;1487
3109;20.10.2019;28;50;22;56;4908;4941
3110;02.04.2019;4;8;4;50;4201;3855
3111;06.10.2019;13;43;30;30;3984;2597
3112;09.07.2019;78;82;4;95;1161;3959
3113;23.07.2019;83;89;6;93;1672;1440
3114;05.08.2019;52;78;26;66;1447;749
3115;11.11.2019;14;23;9;60;2134;4914
3116;07.04.2019;37;55;18;67;64;2845
3117;02.03.2020;21;29;8;72;3086;304
3118;17.04.2019;15;37;22;40;1136;465
3119;09.11.2019;94;111;17;84;1012;2818
3120;15.03.2020;94;131;37;71;2764;2450
3121;27.02.2020;79;113;34;69;705;2756
3122;18.02.2020;52;77;25;67;162;3502
3123;30.07.2019;33;71;38;46;3910;4927
3124;31.08.2019;71;107;36;66;4077;643
3125;11.07.2019;62;72;10;86;1471;2062
3126;28.06.2019;71;101;30;70;4586;2575
3127;20.04.2019;26;38;12;68;1326;313
3128;08.03.2020;94;103;9;91;1110;1884
3129;17.08.2019;24;25;1;96;13;4272
3130;04.12.2019;85;97;12;87;3179;337
3131;16.05.2019;88;121;33;72;2603;2724
3132;01.12.2019;12;30;18;40;4317;465
3133;17.03.2020;82;91;9;90;4695;1676
3134;26.12.2019;17;35;18;48;1674;1057
3135;13.06.2019;10;27;17;37;2762;3578
3136;30.03.2019;22;60;38;36;4422;4233
3137;10.01.2020;26;28;2;92;3660;1910
3138;03.09.2019;58;64;6;90;3714;2186
3139;12.02.2020;7;17;10;41;3842;2587
3140;08.05.2019;33;71;38;46;1976;2667
3141;11.12.2019;72;91;19;79;4710;1783
3142;20.11.2019;22;45;23;48;4069;2929
3143;19.07.2019;69;105;36;65;2536;586
3144;17.01.2020;59;61;2;96;1840;4356
3145;26.10.2019;56;66;10;84;3517;3270
3146;24.12.2019;18;43;25;41;4194;2471
3147;13.11.2019;99;120;21;82;1253;1946
3148;14.05.2019;15;29;14;51;4875;784
3149;13.01.2020;24;43;19;55;1992;1767
3150;15.08.2019;42;54;12;77;1933;1879
3151;14.06.2019;60;80;20;75;2893;444
3152;07.09.2019;41;62;21;66;1877;2947
3153;09.10.2019;36;44;8;81;923;1185
3154;20.07.2019;23;46;23;50;3574;793
3155;30.09.2019;32;42;10;76;2041;1013
3156;12.11.2019;35;68;33;51;4377;3167
3157;27.03.2020;37;49;12;75;4116;4334
3158;04.08.2019;3;15;12;20;1553;193
3159;20.05.2019;21;31;10;67;3523;3797
3160;29.03.2019;53;69;16;76;743;3186
3161;16.05.2019;11;44;33;25;1934;627
3162;22.06.2019;41;78;37;52;2250;4630
3163;11.09.2019;46;58;12;79;2198;3724
3164;17.02.2020;99;110;11;90;3076;3061
3165;30.12.2019;28;67;39;41;1774;3981
3166;18.04.2019;35;73;38;47;4856;3148
3167;03.11.2019;29;30;1;96;3242;3994
3168;08.06.2019;2;18;16;11;2190;438
3169;29.11.2019;62;93;31;66;3689;2465
3170;29.04.2019;39;46;7;84;1228;1585
3171;04.12.2019;62;71;9;87;866;2959
3172;24.09.2019;13;52;39;25;3023;3210
3173;12.05.2019;63;96;33;65;1934;2027
3174;20.06.2019;50;71;21;70;3667;2132
3175;04.06.2019;57;69;12;82;4218;1090
3176;21.02.2020;92;123;31;74;289;215
3177;11.07.2019;68;94;26;72;2129;2789
3178;22.09.2019;9;28;19;32;2165;2860
3179;02.06.2019;18;30;12;60;1424;3983
3180;14.09.2019;74;105;31;70;1734;221
3181;13.04.2019;24;64;40;37;930;1665
3182;23.10.2019;98;124;26;79;2057;2336
3183;11.10.2019;24;61;37;39;1207;4857
3184;11.06.2019;76;92;16;82;4533;396
3185;13.09.2019;20;46;26;43;1635;2699
3186;22.05.2019;46;70;24;65;2971;2505
3187;19.03.2020;8;28;20;28;4990;2838
3188;04.01.2020;53;83;30;63;1622;4133
3189;17.09.2019;23;30;7;76;4186;1163
3190;23.12.2019;10;41;31;24;1929;4558
3191;05.02.2020;6;22;16;27;176;4823
3192;20.12.2019;64;68;4;94;97;1731
3193;25.01.2020;50;55;5;90;1173;3982
3194;08.08.2019;56;59;3;94;3736;466
3195;09.01.2020;16;31;15;51;4610;4148
3196;24.08.2019;8;45;37;17;2028;3456
3197;10.03.2020;53;85;32;62;675;3463
3198;03.03.2020;70;91;21;76;1322;4719
3199;31.12.2019;25;37;12;67;4655;157
3200;27.05.2019;11;25;14;44;4730;2792
3201;19.12.2019;18;42;24;42;4979;4080
3202;30.04.2019;52;57;5;91;1878;2103
3203;05.08.2019;14;15;1;93;3713;2520
3204;06.12.2019;11;33;22;33;3242;2211
3205;20.11.2019;20;23;3;86;2724;3605
3206;16.03.2020;21;56;35;37;2839;1896
3207;04.12.2019;69;75;6;92;1006;4956
3208;28.04.2019;93;101;8;92;543;843
3209;01.09.2019;12;16;4;75;4417;3007
3210;21.02.2020;18;54;36;33;2686;2827
3211;29.07.2019;18;41;23;43;2861;194
3212;01.08.2019;65;78;13;83;1773;1737
3213;14.06.2019;97;132;35;73;2631;357
3214;18.01.2020;68;94;26;72;4599;4294
3215;06.02.2020;34;36;2;94;3384;2986
3216;17.04.2019;27;40;13;67;1350;914
3217;03.02.2020;30;61;31;49;2398;4021
3218;23.05.2019;38;46;8;82;1064;3778
3219;25.04.2019;61;76;15;80;4090;4867
3220;02.06.2019;55;82;27;67;4914;1229
3221;13.12.2019;62;67;5;92;287;1543
3222;17.02.2020;17;43;26;39;1445;2718
3223;04.11.2019;42;43;1;97;1403;4875
3224;01.02.2020;77;97;20;79;879;614
3225;25.08.2019;90;100;10;90;3915;2698
3226;04.12.2019;93;130;37;71;726;3744
3227;05.04.2019;45;46;1;97;1454;3763
3228;01.09.2019;7;25;18;28;2741;1033
3229;02.07.2019;10;30;20;33;71;601
3230;29.10.2019;79;112;33;70;3453;1737
3231;02.01.2020;70;108;38;64;412;2633
3232;30.10.2019;36;62;26;58;1674;1507
3233;03.09.2019;82;84;2;97;4322;4127
3234;23.09.2019;94;119;25;78;1481;2061
3235;09.06.2019;39;55;16;70;1857;3340
3236;18.09.2019;38;56;18;67;2561;1526
3237;16.06.2019;50;85;35;58;1253;4708
3238;16.10.2019;71;90;19;78;1178;1039
3239;03.07.2019;15;42;27;35;4374;3101
3240;04.07.2019;35;46;11;76;2857;3529
3241;14.10.2019;32;67;35;47;2428;2357
3242;26.06.2019;56;69;13;81;1160;3558
3243;23.11.2019;28;42;14;66;4813;1608
3244;20.01.2020;44;77;33;57;3335;4659
3245;06.02.2020;7;21;14;33;4962;3937
3246;04.06.2019;56;77;21;72;2093;3576
3247;12.11.2019;84;103;19;81;1777;1864
3248;07.11.2019;30;59;29;50;3397;3330
3249;17.08.2019;55;62;7;88;1619;3189
3250;05.09.2019;13;36;23;36;1446;578
3251;16.08.2019;48;73;25;65;2265;3786
3252;17.01.2020;91;99;8;91;1257;3755
3253;02.10.2019;42;79;37;53;3573;4285
3254;31.05.2019;19;43;24;44;102;2839
3255;09.06.2019;3;41;38;7;4489;3208
3256;30.12.2019;30;41;11;73;3087;2471
3257;24.11.2019;58;79;21;73;795;3698
3258;22.07.2019;83;109;26;76;4912;4466
3259;04.05.2019;28;54;26;51;3648;1909
3260;30.03.2019;74;109;35;67;3597;1709
3261;18.02.2020;44;45;1;97;279;732
3262;03.05.2019;5;45;40;11;2172;3483
3263;20.09.2019;80;113;33;70;3085;3945
3264;15.09.2019;40;41;1;97;221;2975
3265;06.10.2019;99;114;15;86;4262;3098
3266;02.05.2019;52;78;26;66;923;2914
3267;09.06.2019;63;83;20;75;3721;1038
3268;01.11.2019;50;55;5;90;3268;2336
3269;12.01.2020;100;118;18;84;4791;3955
3270;20.05.2019;24;61;37;39;3265;952
3271;03.04.2019;90;92;2;97;829;3230
3272;28.05.2019;86;103;17;83;4723;3293
3273;28.11.2019;48;52;4;92;4028;3504
3274;15.12.2019;100;135;35;74;798;4861
3275;09.03.2020;12;42;30;28;2257;383
3276;26.09.2019;23;32;9;71;1140;3309
3277;27.11.2019;42;55;13;76;1890;2373
3278;03.07.2019;13;41;28;31;2088;2249
3279;28.09.2019;60;73;13;82;4620;208
3280;15.03.2020;37;59;22;62;1038;1954
3281;13.01.2020;33;51;18;64;207;2260
3282;16.04.2019;98;99;1;98;773;588
3283;01.06.2019;35;43;8;81;2335;1201
3284;23.02.2020;97;119;22;81;801;1133
3285;05.03.2020;89;127;38;70;381;4314
3286;10.03.2020;12;21;9;57;1164;2367
3287;12.10.2019;71;78;7;91;2434;4541
3288;21.11.2019;55;61;6;90;1120;4424
3289;03.01.2020;82;92;10;89;2137;4482
3290;23.06.2019;68;91;23;74;1397;2028
3291;11.01.2020;70;78;8;89;4121;2096
3292;20.11.2019;43;59;16;72;805;3517
3293;29.02.2020;96;105;9;91;1696;70
3294;26.05.2019;19;37;18;51;338;4761
3295;24.01.2020;93;108;15;86;4531;1681
3296;25.01.2020;95;104;9;91;3598;445
3297;18.08.2019;75;109;34;68;487;2172
3298;10.08.2019;61;65;4;93;4164;2713
3299;26.10.2019;40;51;11;78;345;2519
3300;12.11.2019;11;50;39;22;4171;2771
3301;14.11.2019;68;97;29;70;296;3282
3302;24.07.2019;20;56;36;35;3866;4200
3303;25.07.2019;35;55;20;63;1627;3616
3304;08.02.2020;61;75;14;81;1820;1784
3305;24.01.2020;23;37;14;62;1979;561
3306;27.08.2019;100;107;7;93;2154;2535
3307;12.06.2019;84;89;5;94;4722;2059
3308;13.03.2020;7;22;15;31;3745;2634
3309;07.11.2019;100;116;16;86;3117;1932
3310;16.10.2019;47;86;39;54;169;4835
3311;10.03.2020;84;110;26;76;3182;4727
3312;26.06.2019;80;99;19;80;4870;2475
3313;29.12.2019;58;87;29;66;3707;2430
3314;21.04.2019;81;91;10;89;2120;918
3315;04.09.2019;11;27;16;40;294;2745
3316;16.09.2019;20;33;13;60;1563;4267
3317;04.12.2019;29;52;23;55;3587;3282
3318;13.06.2019;90;92;2;97;2872;1181
3319;20.05.2019;23;62;39;37;1876;2769
3320;18.11.2019;34;53;19;64;4517;3946
3321;18.08.2019;74;114;40;64;2354;3228
3322;08.03.2020;70;75;5;93;4859;598
3323;27.07.2019;14;47;33;29;4468;2322
3324;03.05.2019;14;50;36;28;2695;1295
3325;19.11.2019;22;43;21;51;236;486
3326;23.07.2019;74;88;14;84;4914;1264
3327;06.02.2020;45;82;37;54;1787;462
3328;05.09.2019;97;98;1;98;3010;763
3329;29.03.2019;61;96;35;63;2461;480
3330;06.10.2019;42;70;28;60;4385;2664
3331;01.09.2019;55;66;11;83;3885;3056
3332;31.08.2019;52;91;39;57;3447;72
3333;23.07.2019;40;73;33;54;1352;3915
3334;02.02.2020;21;57;36;36;2763;4638
3335;16.06.2019;76;89;13;85;3090;2598
3336;16.06.2019;30;62;32;48;1093;2993
3337;11.10.2019;36;41;5;87;2110;1649
3338;14.01.2020;25;41;16;60;1710;1712
3339;31.07.2019;55;88;33;62;193;3487
3340;30.01.2020;84;100;16;84;1379;2295
3341;30.01.2020;61;77;16;79;166;4680
3342;07.07.2019;56;93;37;60;573;4533
3343;09.10.2019;89;99;10;89;3142;4627
3344;16.09.2019;56;76;20;73;34;429
3345;25.04.2019;87;119;32;73;2217;2770
3346;25.08.2019;6;46;40;13;4474;3263
3347;24.04.2019;45;57;12;78;2467;4928
3348;23.01.2020;85;101;16;84;905;1684
3349;30.05.2019;52;59;7;88;2699;2180
3350;20.03.2020;5;40;35;12;2362;856
3351;27.09.2019;99;117;18;84;3782;1330
3352;16.02.2020;64;81;17;79;2238;1309
3353;01.11.2019;9;18;9;50;4347;3112
3354;29.11.2019;28;64;36;43;1112;4080
3355;14.12.2019;58;83;25;69;4468;3494
3356;24.02.2020;26;45;19;57;2326;4779
3357;30.09.2019;29;45;16;64;2583;3473
3358;07.08.2019;87;124;37;70;1733;2659
3359;18.11.2019;61;92;31;66;4384;2333
3360;21.01.2020;65;78;13;83;2445;2507
3361;17.04.2019;79;100;21;79;4998;4019
3362;16.01.2020;61;72;11;84;4013;3896
3363;26.07.2019;93;101;8;92;3832;2657
3364;29.01.2020;37;73;36;50;1870;3046
3365;11.10.2019;74;95;21;77;3505;3776
3366;01.04.2019;74;88;14;84;1623;3056
3367;04.01.2020;73;81;8;90;4326;3703
3368;09.05.2019;88;108;20;81;2172;865
3369;19.12.2019;31;67;36;46;23;3381
3370;11.02.2020;82;93;11;88;4409;602
3371;17.07.2019;16;27;11;59;3596;4336
3372;08.12.2019;47;54;7;87;3642;106
3373;25.04.2019;67;88;21;76;3851;1368
3374;18.06.2019;95;127;32;74;11;3135
3375;20.06.2019;2;16;14;12;571;1713
3376;22.09.2019;34;35;1;97;1977;2481
3377;27.08.2019;41;73;32;56;555;4101
3378;17.06.2019;93;121;28;76;3078;1520
3379;22.03.2020;10;26;16;38;4720;1472
3380;01.04.2019;83;119;36;69;4594;566
3381;20.09.2019;96;113;17;84;688;3430
3382;19.03.2020;37;49;12;75;4428;1244
3383;13.09.2019;61;68;7;89;124;1842
3384;01.05.2019;26;49;23;53;2045;49
3385;28.08.2019;98;134;36;73;1188;3843
3386;08.09.2019;43;51;8;84;517;554
3387;20.12.2019;15;21;6;71;733;328
3388;08.03.2020;59;82;23;71;373;68
3389;01.12.2019;42;66;24;63;4101;4273
3390;10.10.2019;19;31;12;61;871;824
3391;07.01.2020;68;76;8;89;1983;572
3392;05.02.2020;89;99;10;89;1258;4113
3393;20.11.2019;83;94;11;88;798;4360
3394;27.07.2019;8;23;15;34;1260;689
3395;28.05.2019;2;8;6;25;35;1499
3396;03.12.2019;57;90;33;63;3825;4281
3397;06.06.2019;29;43;14;67;1400;2182
3398;17.07.2019;11;26;15;42;1140;577
3399;16.11.2019;82;93;11;88;4762;3579
3400;18.05.2019;70;98;28;71;3069;1747
3401;21.01.2020;3;14;11;21;2789;1797
3402;01.12.2019;59;97;38;60;4698;574
3403;11.07.2019;78;101;23;77;2029;1077
3404;02.06.2019;78;117;39;66;594;2383
3405;07.08.2019;46;49;3;93;927;4398
3406;24.05.2019;22;53;31;41;2023;4883
3407;22.12.2019;26;45;19;57;3633;4321
3408;14.12.2019;2;27;25;7;437;1942
3409;23.04.2019;51;77;26;66;2377;4959
3410;07.01.2020;86;89;3;96;599;2484
3411;18.09.2019;55;91;36;60;551;2930
3412;30.04.2019;16;29;13;55;954;2572
3413;05.04.2019;92;96;4;95;2575;4151
3414;21.03.2020;64;82;18;78;3345;2823
3415;15.03.2020;41;76;35;53;2778;537
3416;14.06.2019;46;78;32;58;1350;692
3417;25.02.2020;82;88;6;93;4506;4475
3418;30.05.2019;76;98;22;77;4022;2687
3419;20.01.2020;97;136;39;71;1690;2690
3420;18.08.2019;60;73;13;82;2537;693
3421;14.09.2019;77;79;2;97;4199;3918
3422;04.05.2019;63;82;19;76;3483;4303
3423;09.03.2020;77;98;21;78;4535;2408
3424;17.10.2019;67;77;10;87;2981;1408
3425;30.08.2019;19;27;8;70;3829;1663
3426;19.12.2019;88;122;34;72;4867;1580
3427;13.06.2019;83;99;16;83;4416;2217
3428;19.11.2019;10;22;12;45;3823;4545
3429;24.03.2020;73;74;1;98;3951;4453
3430;24.07.2019;5;28;23;17;1080;4747
3431;16.10.2019;13;48;35;27;681;2172
3432;01.10.2019;45;76;31;59;4344;3239
3433;06.02.2020;81;84;3;96;2688;2940
3434;18.10.2019;15;39;24;38;714;2423
3435;25.03.2020;41;60;19;68;4568;1188
3436;05.01.2020;95;113;18;84;327;1657
3437;16.08.2019;49;89;40;55;3335;1974
3438;16.12.2019;85;119;34;71;4193;4531
3439;05.07.2019;6;41;35;14;3238;3618
3440;01.01.2020;81;114;33;71;3891;2747
3441;09.10.2019;59;65;6;90;4924;2498
3442;06.11.2019;78;105;27;74;1011;4316
3443;15.05.2019;2;16;14;12;604;4692
3444;19.09.2019;60;76;16;78;4341;756
3445;17.08.2019;63;81;18;77;4770;2884
3446;22.09.2019;88;92;4;95;3159;1315
3447;29.02.2020;41;44;3;93;529;4168
3448;15.10.2019;75;114;39;65;4863;207
3449;20.09.2019;6;20;14;30;323;4403
3450;04.12.2019;21;42;21;50;391;3895
3451;26.01.2020;43;78;35;55;3181;2728
3452;06.04.2019;71;107;36;66;1046;4514
3453;29.12.2019;15;18;3;83;1149;2082
3454;03.01.2020;43;54;11;79;4392;998
3455;22.08.2019;81;89;8;91;4019;781
3456;31.12.2019;5;20;15;25;881;4866
3457;03.06.2019;62;66;4;93;4254;4436
3458;08.03.2020;8;24;16;33;2384;1644
3459;02.11.2019;58;74;16;78;1095;1278
3460;27.01.2020;91;104;13;87;4094;1550
3461;22.10.2019;19;37;18;51;1103;4762
3462;19.06.2019;30;40;10;75;753;2973
3463;11.02.2020;49;51;2;96;3673;2302
3464;24.02.2020;49;65;16;75;4185;1359
3465;10.08.2019;1;4;3;25;420;834
3466;23.09.2019;88;93;5;94;1364;2080
3467;28.11.2019;19;27;8;70;4318;4291
3468;21.11.2019;91;129;38;70;2832;1964
3469;16.08.2019;55;56;1;98;2124;659
3470;07.03.2020;90;102;12;88;1622;563
3471;25.04.2019;69;109;40;63;3116;3725
3472;02.05.2019;23;50;27;46;4715;1204
3473;28.02.2020;60;97;37;61;290;2358
3474;14.07.2019;31;39;8;79;2787;4378
3475;28.06.2019;39;67;28;58;1135;2300
3476;18.06.2019;47;80;33;58;3514;249
3477;08.08.2019;63;79;16;79;1617;322
3478;23.06.2019;10;33;23;30;4575;1295
3479;01.04.2019;67;86;19;77;999;4241
3480;16.04.2019;75;112;37;66;704;4086
3481;22.04.2019;46;64;18;71;2488;1973
3482;02.11.2019;83;85;2;97;3107;1371
3483;05.07.2019;38;58;20;65;3375;617
3484;14.03.2020;78;110;32;70;3232;2603
3485;01.03.2020;4;38;34;10;802;3144
3486;02.09.2019;67;81;14;82;363;2977
3487;12.04.2019;84;106;22;79;2718;38
3488;18.10.2019;86;117;31;73;2983;2810
3489;11.04.2019;39;69;30;56;4590;3406
3490;01.06.2019;43;49;6;87;3641;1242
3491;21.04.2019;32;58;26;55;4995;4414
3492;15.12.2019;59;64;5;92;171;3490
3493;11.06.2019;86;106;20;81;844;1901
3494;23.01.2020;51;57;6;89;2572;3939
3495;26.01.2020;84;105;21;80;951;1085
3496;03.07.2019;7;30;23;23;158;2667
3497;28.11.2019;27;66;39;40;1716;2612
3498;17.09.2019;19;38;19;50;47;1467
3499;26.11.2019;16;17;1;94;651;3857
3500;02.06.2019;58;77;19;75;1673;4070
3501;23.01.2020;20;30;10;66;4478;752
3502;30.03.2019;51;76;25;67;2518;3992
3503;04.08.2019;79;98;19;80;1195;3972
3504;13.09.2019;65;78;13;83;1469;2986
3505;27.01.2020;34;44;10;77;1723;2657
3506;10.05.2019;30;64;34;46;480;784
3507;14.02.2020;7;35;28;20;3870;3357
3508;24.12.2019;21;33;12;63;785;3588
3509;17.12.2019;93;131;38;70;3122;1545
3510;19.07.2019;8;14;6;57;1151;1061
3511;16.06.2019;35;72;37;48;902;3338
3512;27.03.2020;83;96;13;86;1353;1691
3513;27.11.2019;90;127;37;70;3789;4939
3514;26.07.2019;28;37;9;75;4848;2451
3515;27.02.2020;65;86;21;75;30;2249
3516;27.03.2020;63;71;8;88;2131;4611
3517;17.05.2019;57;71;14;80;1567;1208
3518;12.12.2019;94;108;14;87;1993;1582
3519;14.04.2019;47;51;4;92;3685;1561
3520;27.06.2019;5;33;28;15;2358;597
3521;24.01.2020;49;77;28;63;750;560
3522;03.12.2019;84;115;31;73;2836;2836
3523;22.07.2019;33;52;19;63;2325;3388
3524;03.01.2020;36;68;32;52;3758;4377
3525;23.01.2020;94;106;12;88;681;2726
3526;31.03.2019;36;43;7;83;3251;13
3527;22.02.2020;53;54;1;98;3356;3757
3528;01.05.2019;27;59;32;45;2446;283
3529;23.12.2019;30;42;12;71;4178;3674
3530;24.02.2020;81;120;39;67;3692;4477
3531;31.05.2019;22;48;26;45;1822;4163
3532;10.09.2019;94;100;6;94;2979;3915
3533;20.03.2020;85;112;27;75;315;4290
3534;11.02.2020;35;48;13;72;2647;1403
3535;22.11.2019;8;33;25;24;4411;727
3536;21.04.2019;54;91;37;59;3520;897
3537;01.02.2020;81;105;24;77;4707;4170
3538;27.02.2020;50;72;22;69;2981;2197
3539;09.05.2019;18;25;7;72;2815;2862
3540;29.08.2019;92;102;10;90;1065;1668
3541;10.10.2019;68;81;13;83;2237;3161
3542;19.10.2019;98;138;40;71;4217;3842
3543;18.09.2019;9;49;40;18;3679;2669
3544;22.03.2020;71;74;3;95;1964;3724
3545;08.08.2019;81;87;6;93;839;2248
3546;23.09.2019;35;52;17;67;3279;3064
3547;13.05.2019;69;70;1;98;2326;3395
3548;13.05.2019;77;95;18;81;3396;3097
3549;10.06.2019;52;82;30;63;4480;592
3550;27.03.2020;35;60;25;58;489;420
3551;27.11.2019;47;62;15;75;4121;3547
3552;20.05.2019;78;81;3;96;1630;3202
3553;12.08.2019;58;66;8;87;4445;1545
3554;03.05.2019;5;15;10;33;4223;2853
3555;14.07.2019;25;60;35;41;1722;4953
3556;22.05.2019;5;10;5;50;2034;3939
3557;07.06.2019;75;90;15;83;42;798
3558;25.03.2020;1;38;37;2;2735;610
3559;03.08.2019;20;39;19;51;2087;4038
3560;27.11.2019;98;104;6;94;170;2342
3561;19.09.2019;77;100;23;77;4142;2581
3562;16.09.2019;55;74;19;74;3469;1163
3563;02.03.2020;70;76;6;92;4451;4897
3564;12.03.2020;35;62;27;56;461;1612
3565;27.04.2019;95;104;9;91;4698;4713
3566;18.09.2019;84;119;35;70;3795;1661
3567;12.08.2019;30;66;36;45;2595;136
3568;11.05.2019;75;109;34;68;3508;115
3569;24.09.2019;96;102;6;94;2710;4787
3570;26.03.2020;33;53;20;62;4480;4702
3571;24.02.2020;77;113;36;68;1423;1646
3572;15.01.2020;15;30;15;50;427;30
3573;09.07.2019;92;98;6;93;2887;1495
3574;03.04.2019;6;36;30;16;3209;4082
3575;08.05.2019;59;83;24;71;1005;2017
3576;22.05.2019;72;101;29;71;3525;2823
3577;06.08.2019;28;59;31;47;2283;4928
3578;31.08.2019;37;71;34;52;3600;1950
3579;11.01.2020;87;103;16;84;2329;1686
3580;10.01.2020;34;51;17;66;2837;1491
3581;13.01.2020;11;44;33;25;852;3681
3582;18.10.2019;59;69;10;85;2458;3306
3583;24.01.2020;32;50;18;64;1117;2716
3584;21.05.2019;18;38;20;47;1192;1483
3585;21.06.2019;24;42;18;57;265;2769
3586;23.09.2019;4;27;23;14;1103;888
3587;11.10.2019;19;33;14;57;1511;4366
3588;07.04.2019;31;44;13;70;3792;4322
3589;21.12.2019;48;59;11;81;3319;2644
3590;23.09.2019;66;100;34;66;565;1421
3591;21.07.2019;21;34;13;61;2222;2865
3592;28.08.2019;62;67;5;92;4171;1731
3593;14.10.2019;26;59;33;44;667;4836
3594;12.07.2019;94;96;2;97;2851;1266
3595;23.10.2019;2;18;16;11;879;82
3596;08.07.2019;50;70;20;71;1451;2914
3597;08.10.2019;39;70;31;55;4751;3560
3598;16.11.2019;23;42;19;54;3978;2356
3599;09.06.2019;88;91;3;96;4054;2251
3600;27.04.2019;62;72;10;86;2487;1726
3601;26.06.2019;10;19;9;52;2353;4908
3602;04.03.2020;49;67;18;73;3835;3375
3603;30.03.2019;10;19;9;52;2608;4720
3604;06.05.2019;68;74;6;91;2842;4154
3605;15.05.2019;44;80;36;55;4415;4455
3606;27.04.2019;17;26;9;65;4708;4622
3607;19.07.2019;65;80;15;81;606;1916
3608;19.03.2020;82;89;7;92;1304;349
3609;14.07.2019;83;123;40;67;2664;498
3610;21.10.2019;82;87;5;94;1914;3612
3611;19.04.2019;91;118;27;77;4820;2257
3612;22.06.2019;30;65;35;46;4224;3377
3613;05.04.2019;98;125;27;78;760;2923
3614;28.08.2019;98;122;24;80;3313;820
3615;12.01.2020;40;76;36;52;1256;101
3616;29.07.2019;71;83;12;85;3019;4193
3617;27.11.2019;71;98;27;72;2549;2971
3618;21.08.2019;85;91;6;93;3207;2961
3619;16.02.2020;64;75;11;85;3918;3309
3620;05.07.2019;20;44;24;45;3414;193
3621;04.04.2019;85;123;38;69;86;1772
3622;31.08.2019;79;108;29;73;4391;1945
3623;28.09.2019;73;103;30;70;354;60
3624;02.06.2019;25;40;15;62;3248;1899
3625;27.07.2019;8;35;27;22;3838;3343
3626;06.10.2019;93;125;32;74;2408;3737
3627;22.08.2019;46;83;37;55;2022;1582
3628;16.06.2019;30;52;22;57;4194;4973
3629;17.07.2019;95;100;5;95;4634;1705
3630;20.12.2019;72;75;3;96;211;4976
3631;30.12.2019;98;130;32;75;4193;3171
3632;10.06.2019;87;100;13;87;3049;1982
3633;02.06.2019;52;68;16;76;4436;4554
3634;30.08.2019;69;94;25;73;3753;3917
3635;26.06.2019;12;37;25;32;4867;2285
3636;02.09.2019;21;58;37;36;522;451
3637;07.07.2019;20;24;4;83;1788;1887
3638;18.01.2020;11;20;9;55;485;1564
3639;31.07.2019;81;95;14;85;2409;1418
3640;30.09.2019;1;30;29;3;3721;4583
3641;09.01.2020;67;99;32;67;3630;681
3642;12.05.2019;46;55;9;83;2871;572
3643;11.07.2019;86;89;3;96;3756;1080
3644;02.10.2019;18;52;34;34;2277;4436
3645;18.01.2020;5;34;29;14;378;2052
3646;23.03.2020;21;55;34;38;4536;3006
3647;18.10.2019;68;77;9;88;12;1369
3648;03.12.2019;42;67;25;62;674;209
3649;04.03.2020;12;18;6;66;1345;1283
3650;11.10.2019;81;101;20;80;2192;2501
3651;14.07.2019;95;127;32;74;3275;3297
3652;08.03.2020;86;103;17;83;4955;2323
3653;16.10.2019;40;78;38;51;69;2134
3654;05.04.2019;55;63;8;87;4189;957
3655;09.12.2019;96;124;28;77;2309;1857
3656;09.07.2019;85;100;15;85;1256;2968
3657;23.03.2020;8;37;29;21;3511;1571
3658;21.10.2019;94;107;13;87;2338;2474
3659;25.09.2019;48;76;28;63;2375;3008
3660;14.06.2019;34;73;39;46;4240;1190
3661;29.07.2019;73;81;8;90;2872;2626
3662;29.03.2019;16;44;28;36;1816;4773
3663;12.09.2019;64;99;35;64;222;4070
3664;15.02.2020;45;66;21;68;1286;1352
3665;02.06.2019;60;70;10;85;3493;3087
3666;03.01.2020;55;74;19;74;4091;2657
3667;25.10.2019;43;55;12;78;418;3478
3668;11.07.2019;31;54;23;57;4209;4036
3669;01.08.2019;82;86;4;95;3389;1898
3670;17.09.2019;12;20;8;60;3783;1147
3671;21.01.2020;62;102;40;60;2723;4834
3672;18.10.2019;26;30;4;86;3693;1293
3673;12.07.2019;97;111;14;87;3408;1550
3674;18.08.2019;25;32;7;78;1010;180
3675;06.07.2019;47;85;38;55;2076;2889
3676;08.05.2019;5;28;23;17;2144;1438
3677;11.09.2019;50;58;8;86;905;2503
3678;23.04.2019;2;15;13;13;3455;2436
3679;09.06.2019;12;43;31;27;910;2300
3680;19.03.2020;36;69;33;52;4319;3016
3681;19.11.2019;59;90;31;65;1298;3165
3682;02.09.2019;26;56;30;46;2933;2343
3683;21.09.2019;9;46;37;19;1677;3136
3684;03.01.2020;6;33;27;18;2554;741
3685;16.11.2019;54;55;1;98;4418;4672
3686;22.03.2020;35;40;5;87;2325;971
3687;03.10.2019;59;83;24;71;4583;3518
3688;17.10.2019;8;22;14;36;2022;4220
3689;23.12.2019;71;110;39;64;3260;1587
3690;16.01.2020;17;32;15;53;4986;483
3691;30.11.2019;62;76;14;81;2229;3008
3692;30.05.2019;41;69;28;59;1575;1982
